Username,Produk,Review,Rating,ReviewAt
sil.nandia,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,Original,5,2025-05-31 12:57
rskaa15,SKIN1004 Madagascar Centella Toning Toner 400ml,,5,2025-05-31 12:53
blue___sss,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum 100ml,,5,2025-05-31 12:50
dilaeka20,SKIN1004 Madagascar Centella Tone Brightening Capsule Cream 75ml,"Ga pernah gagal , emang terbaik cocok di kulit saya makin halus the best pokoknya",5,2025-05-31 12:50
dilaeka20,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,"Bagus , maaf baru kasih rating hp baru soalnya yang dulu hp nya rusak jadi ga bisa kasih rating",5,2025-05-31 12:48
boyfernandos,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,,4,2025-05-31 12:47
boyfernandos,SKIN1004 Madagascar Centella Ampoule 55ml,,4,2025-05-31 12:47
boyfernandos,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,4,2025-05-31 12:47
efa100798,SKIN1004 Madagascar Centella Travel Kit 5 Types (with BOX),,5,2025-05-31 12:46
efa100798,SKIN1004 Madagascar Centella Soothing Cream 75ml,,5,2025-05-31 12:46
yanti_zhang95,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 30ml,,5,2025-05-31 12:45
annanugrawati09,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 50ml,,5,2025-05-31 12:45
annanugrawati09,SKIN1004 Madagascar Centella Tea-Trica Spot Cover Patch 22ea,,5,2025-05-31 12:45
annanugrawati09,SKIN1004 [Centella Basic 5] Cleansing Oil+Ampoule Foam+Toner 210+Ampoule 100+Soothing Cream 75ml [GET FREE GIFT HADIAH TERBATAS DAN HARUS MASUK KEDALAM PESANAN ANDA],Terima kasih paket sdh sampai + dpt bonus 2 🥰,5,2025-05-31 12:45
wwj2gh0ynn,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,,5,2025-05-31 12:45
nazza373,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,,5,2025-05-31 12:45
elvinstefano,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,,5,2025-05-31 12:43
elvinstefano,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:43
s*****2,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum 100ml,,5,2025-05-31 12:42
naynadia790,SKIN1004 Madagascar Centella Air-Fit Suncream Plus (Renewal) 50ml,,5,2025-05-31 12:41
ciafel_07,SKIN1004 Madagascar Centella Quick Calming Pad 130ml,,5,2025-05-31 12:41
ciafel_07,SKIN1004 [Centella Duo Cleanser Set] Cleansing Oil 200ml+Ampoule Foam 125ml,,5,2025-05-31 12:41
c*****7,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,5,2025-05-31 12:41
cacchaa44,SKIN1004 Madagascar Centella Ampoule 100ml,,5,2025-05-31 12:40
danirahma28,SKIN1004 Madagascar Centella Tea-Trica B5 Cream 75ml,,5,2025-05-31 12:40
danirahma28,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask 1ea,,5,2025-05-31 12:40
danirahma28,SKIN1004 Madagascar Centella Tea-Trica Purifying Toner 210ml,,5,2025-05-31 12:40
v*****y,SKIN1004 Madagascar Centella Toning Toner 30ml,"Tekstur:cair Daya Serap:menyerap Cocok untuk:kulit apapun Oke, cukup menyerap ke kulit. Agar tidak kering kulitnya. Lumayan cocok. Asli",5,2025-05-31 12:39
1i99rw3qh3,SKIN1004 Madagascar Centella Tea Trica BHA Foam 125ml,,5,2025-05-31 12:39
syarkyah,SKIN1004 Madagascar Centella Ampoule 100ml,,5,2025-05-31 12:38
anistyanisty05,Poremizing Clean Pore Set (Fresh Ampoule 100ml + Gel Cream 75ml),,5,2025-05-31 12:38
z*****v,Today I'm Flawless Set (Brightening Capsule Ampoule 100ml + Capsule Cream 75ml),"baguss, dapat bonus juga. tapi gatau kenapa ngasi efek diawal doang mencerahkan, sekarang ga ngasi efek apa apa lagi",5,2025-05-31 12:37
z*****v,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,"baguss, dapat bonus juga. tapi gatau kenapa ngasi efek diawal doang mencerahkan, sekarang ga ngasi efek apa apa lagi",5,2025-05-31 12:37
helen_sky,SKIN1004 Madagascar Centella Hyalu-Cica Brightening Toner 210ml,,5,2025-05-31 12:35
d*****a,SKIN1004 Magadascar Centella Probio-Cica Enrich Cream 50ml,,5,2025-05-31 12:35
m*****4,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,"Produk ori, aman, pengiriman lumayan cepat, harga produk murah, memuaskan, cocok untuk berlangganan, kurir juga cepat, toko ramah, cleansing nya masih ada sampe sekarang bagus dan hemat",5,2025-05-31 12:35
c*****a,SKIN1004 Madagascar Centella Poremizing Clear Toner 210ml," pengemasan & pengiriman cepat, produk dikirim dalam keadaan yang cukup safety, kemaren dapat harga 92ribuan🤭 semoga toner ini cocok untuk pori pori aku yang segede gaban, semoga bisa mengecilkan pori pori ku sesuai klaim mereka 🥹 jujur berharap tinggi bgt sm produk ini, inshaallah nanti bakal review lagi setelah pemakaian rutin sebulan atau dua bulan",5,2025-05-31 12:35
beautytwin1,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,,5,2025-05-31 12:34
beautytwin1,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:34
reinalisssh,SKIN1004 Magadascar Centella Tea-Trica Soothing Sun Milk 50ml,,5,2025-05-31 12:33
indriguslinar08,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,5,2025-05-31 12:33
mirayuniarti,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 50ml,,5,2025-05-31 12:32
mirayuniarti,SKIN1004 Madagascar Centella Air-Fit Suncream Light SPF30 PA+++,,5,2025-05-31 12:32
mirayuniarti,SKIN1004 Madagascar Centella Tea-Trica Spot Cover Patch 22ea,,5,2025-05-31 12:32
mirayuniarti,SKIN1004 [Centella Basic 5] Cleansing Oil+Ampoule Foam+Toner 210+Ampoule 100+Soothing Cream 75ml,,5,2025-05-31 12:32
p*****_,SKIN1004 Madagascar Centella Tone Brightening Capsule Cream 75ml,"Isinya ngga full ya, packing aman tapi tanpa box. Lembut banget creamnya",5,2025-05-31 12:31
p*****_,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,Semoga cocok,5,2025-05-31 12:31
p*****_,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,Ada butiran putihnya tapi waktu dioles nyerap. Packing aman tapi tanpa box,5,2025-05-31 12:31
indasi1997,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:31
dapuralel,SKIN1004 Madagascar Centella Travel Kit 5 Types (with BOX),,5,2025-05-31 12:31
yullijauharazahrani,SKIN1004 [Tone Brightening Basic 4] Tone Brightening Gel Foam 125ml+Toner 210ml+Ampoule 100ml+Cream 75ml [GET FREE GIFT HADIAH TERBATAS DAN HARUS MASUK KEDALAM PESANAN ANDA],,5,2025-05-31 12:26
yullijauharazahrani,SKIN1004 [Hyalu-Cica Basic 2] Brightening Toner 210ml+First Ampoule 100ml,,5,2025-05-31 12:26
yullijauharazahrani,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,,5,2025-05-31 12:26
selvynaomi,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,5,2025-05-31 12:25
y*****1,SKIN1004 Madagascar Centella Ampoule 100ml,,5,2025-05-31 12:25
babysya03_preloved,SKIN1004 Madagascar Centella Travel Kit 5 Types (with BOX) [GET FREE GIFT HADIAH TERBATAS DAN HARUS MASUK KEDALAM PESANAN ANDA],,5,2025-05-31 12:24
babysya03_preloved,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask 1ea,,5,2025-05-31 12:24
babysya03_preloved,SKIN1004 Madagascar Centella Toning Toner 30ml,,5,2025-05-31 12:24
rahmasariisfhani,SKIN1004 Madagascar Centella Travel Kit 5 Types (with BOX) [GET FREE GIFT HADIAH TERBATAS DAN HARUS MASUK KEDALAM PESANAN ANDA],,5,2025-05-31 12:22
rahmasariisfhani,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask 1ea,,5,2025-05-31 12:22
rahmasariisfhani,SKIN1004 Madagascar Centella Toning Toner 30ml,,5,2025-05-31 12:22
airinnisa903,SKIN1004 Madagascar Centella Ampoule Foam 20ml,,4,2025-05-31 12:22
airinnisa903,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,4,2025-05-31 12:22
dewiirahmaa._,SKIN1004 Madagascar Centella Ampoule 30ml,,5,2025-05-31 12:21
andinuruldaz,SKIN1004 Magadascar Centella Probio-Cica Intensive Ampoule 30ml,,5,2025-05-31 12:20
andinuruldaz,SKIN1004 Madagascar Centella Tea-Trica B5 Cream 75ml,,5,2025-05-31 12:20
andinuruldaz,SKIN1004 Madagascar Centella Ampoule 30ml,,5,2025-05-31 12:20
andinuruldaz,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,5,2025-05-31 12:20
d.chairunnisa,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:20
d.chairunnisa,SKIN1004 Madagascar Centella Toning Toner 210ml,,5,2025-05-31 12:20
evamarselina123,SKIN1004  Madagascar Centella Poremizing Tinted Suncream 50ml,"Kemasan:rapih bagus Profil Kecantikan:tinted sun cream Pengalaman Penggunaan:baru pakai sekali hasil nya bagus bangt superduper mantulllllbangt",5,2025-05-31 12:19
arikhotimah01,SKIN1004 [Poremizing Basic 2] Clear Toner 210ml+Fresh Ampoule 100ml,,5,2025-05-31 12:19
nurrahmawatiamah,SKIN1004 Madagascar Centella Ampoule 30ml,,5,2025-05-31 12:18
laurasf,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:18
l*****f,SKIN1004 Madagascar Centella Toning Toner 210ml,,5,2025-05-31 12:18
rahmiameliaa,SKIN1004 Madagascar Centella Air-Fit Suncream Plus (Renewal) 50ml,,5,2025-05-31 12:16
r*****3,SKIN1004 Madagascar Centella Ampoule 30ml,,5,2025-05-31 12:16
r*****3,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:16
inggriddwiwahyuni,SKIN1004 Madagascar Centella Ampoule 55ml,,5,2025-05-31 12:14
deffytrimartvianysubrany,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 50ml,"Pengirimannya agak lama karena ekspedisi nya lagi over, jadi belum sempet coba",5,2025-05-31 12:13
deffytrimartvianysubrany,SKIN1004 Madagascar Centella Soothing Cream 30ml,"Pengirimannya agak lama karena ekspedisi nya lagi over, jadi belum sempet coba",5,2025-05-31 12:13
rohanamamahbella,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,"Mantapp, 4 hari pakai dah terlihat hasilnya. Trims bonusnya",5,2025-05-31 12:12
rohanamamahbella,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:12
rohanamamahbella,SKIN1004 Madagascar Centella Toning Toner 210ml,"Mantap, hasil mulai tampak",5,2025-05-31 12:12
05jf02y0i1,SKIN1004 Madagascar Centella Soothing Cream 30ml,,5,2025-05-31 12:10
ayuadiany,Today I'm Flawless Set (Brightening Capsule Ampoule 100ml + Capsule Cream 75ml),,5,2025-05-31 12:10
ayuadiany,SKIN1004 Madagascar Centella Air-Fit Suncream Light SPF30 PA+++,,5,2025-05-31 12:10
rimaya13,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,,5,2025-05-31 12:09
rimaya13,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:09
lastarc1,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,,5,2025-05-31 12:06
leamenaa,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 50ml,,5,2025-05-31 12:06
leamenaa,SKIN1004 [Poremizing Basic 4] Clear Toner 210ml+Fresh Ampoule 100ml+Deep Cleansing Foam 125ml+Light Gel Cream 75ml,,5,2025-05-31 12:06
leamenaa,SKIN1004 [Tea Trica Basic 3] Toner 210ml+ Ampoule 100ml+BHA Foam 125ml,,5,2025-05-31 12:06
leamenaa,SKIN1004 Madagascar Centella Tea-Trica Spot Cover Patch 22ea,,5,2025-05-31 12:06
leamenaa,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask 1ea,,5,2025-05-31 12:06
leamenaa,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,,5,2025-05-31 12:06
leamenaa,SKIN1004 Madagascar Centella Toning Toner 30ml,,5,2025-05-31 12:06
leamenaa,SKIN1004 [Centella Basic 5] Cleansing Oil+Ampoule Foam+Toner 210+Ampoule 100+Centella Cream 75ml,,5,2025-05-31 12:06
9gsj8oh_ti,SKIN1004 Madagascar Centella Tone Brightening Boosting Toner 210ml,,5,2025-05-31 12:06
9gsj8oh_ti,SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum SPF50 PA++++,,5,2025-05-31 12:04
thesmithmith,SKIN1004 Madagascar Centella Soothing Cream 30ml,,5,2025-05-31 12:03
diahkart1101,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,,5,2025-05-31 12:03
diahkart1101,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:03
thesmithmith,SKIN1004 [Centella Duo Cleanser Set] Cleansing Oil 200ml+Ampoule Foam 125ml,,5,2025-05-31 12:03
miaudiyy_nom,SKIN1004 Madagascar Centella Air-Fit Suncream Light SPF30 PA+++,,5,2025-05-31 12:01
joel2020dec,Zombie Beauty by SKIN1004 (Anti-Wrinkling) Mummy Pack*8ea,Bagus untuk pori2,5,2025-05-31 12:01
nunie_mardiani,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 12:00
nunie_mardiani,SKIN1004 Madagascar Centella Tone Brightening Boosting Toner 210ml,,5,2025-05-31 12:00
nunie_mardiani,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,,5,2025-05-31 12:00
sherlahayatsya,SKIN1004 Madagascar Centella Ampoule Foam 125ml,,5,2025-05-31 11:59
sherlahayatsya,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,,5,2025-05-31 11:59
adiibarly,SKIN1004 Magadascar Centella Tea-Trica Soothing Sun Milk 50ml,"Dapat free suncreen terima kasih seller semoga cocok di aku .dan bakal jadi langganan ,barang segede gaban jadi bakalan aweeet",5,2025-05-31 11:58
adiibarly,SKIN1004 [Tone Brightening Basic 4] Tone Brightening Gel Foam 125ml+Toner 210ml+Ampoule 100ml+Cream 75ml,"Ini baru pertama kali mau coba ,jadi belum tau cocok apa engga ,liat dari review si kata nya bagus dan banyak yang cocok .ini kemasan segede2 gaban jadi bakalan awettt.dapet free suncreen .terima kasih seller",5,2025-05-31 11:58
two002s,SKIN1004 Madagascar Centella Cream 75ml,,5,2025-05-31 11:56
ariendarasyaa,SKIN1004 Madagascar Centella Tone Brightening Capsule Cream 75ml,,5,2025-05-31 11:55
ariendarasyaa,SKIN1004 Madagascar Centella Ampoule 30ml,,5,2025-05-31 11:55
a*****a,SKIN1004 Madagascar Centella Tone Brightening Cleansing Gel Foam 125ml,,5,2025-05-31 11:55
aesttheresia,SKIN1004 [Centella Duo Cleanser Set] Cleansing Oil 200ml+Ampoule Foam 125ml,,5,2025-05-31 11:55
a*****a,SKIN1004 Madagascar Centella Tone Brightening Capsule Cream 75ml,,5,2025-05-31 11:55
lalaanadh,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,,5,2025-05-31 11:55
lalaanadh,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,,5,2025-05-31 11:55
l*****h,SKIN1004 [Centella Easy Package] Ampoule Foam 125ml+Toning Toner 210ml+Soothing Cream 75ml,,5,2025-05-31 11:55
bungasofani,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,,5,2025-05-31 11:53
ladysih77,SKIN1004 [Tone Brightening Basic 3 (ver3)] Centella Ampoule Foam 125ml+Capsule Ampoule 100ml+Capsule Cream 75ml,,5,2025-05-31 11:53
ladysih77,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 30ml,,5,2025-05-31 11:53
rahani.ay,Today I'm Glowy Set (Brightening Capsule Ampoule 50ml + Water-Fit Sun Serum 50ml),,5,2025-05-31 11:53
sita5174,Zombie Beauty by SKIN1004 (Nourishment) Pumpkin Pack*8ea,"Tekstur:gel Cocok untuk:masker Keaslian:asli Expired masih 2027...harga 50rb flashsale..made in koreaaaa",4,2025-05-31 11:52
nasiratunnisa,Today I'm Glowy Set (Brightening Capsule Ampoule 50ml + Water-Fit Sun Serum 50ml),,5,2025-05-31 11:52
shintarizki1718,SKIN1004 Madagascar Centella Tea-Trica Spot Cover Patch 22ea,,5,2025-05-31 11:51
